주차장명,주차면수,연월일,입차대수,출차대수,피크시간
적선노외,30,2022-01-07,141,78,14
도봉산역,364,2022-01-07,388,376,15
학여울역,180,2022-01-07,118,125,12
사당노외,184,2022-01-07,355,375,17
종묘,1617,2022-01-07,1501,1518,14
천왕역,328,2022-01-07,336,347,12
개화역,483,2022-01-07,306,301,16
마포유수지,505,2022-01-07,805,820,12
세종로,1260,2022-01-07,613,633,20
신대방역,60,2022-01-07,169,175,17
동대문,1092,2022-01-07,1550,1559,0
천호역,1432,2022-01-07,1692,1730,13
용산주차빌딩,561,2022-01-07,404,428,13
신천유수지,214,2022-01-07,221,221,15
신방화역,199,2022-01-07,216,220,17
훈련원공원,873,2022-01-07,948,955,13
가양라이품,38,2022-01-07,33,32,15
남산예장,40,2022-01-07,180,178,13
장안1동,74,2022-01-07,63,65,18
신월4동,53,2022-01-07,22,0,7
장안2동,80,2022-01-07,45,50,10
웃우물,79,2022-01-07,68,66,11
잠실역,346,2022-01-08,854,858,18
구로디지털단지역,92,2022-01-08,178,179,19
개화산역,322,2022-01-08,169,169,15
수서역북,553,2022-01-08,257,272,3
수서역남,18,2022-01-08,29,31,12
복정역,322,2022-01-08,144,171,17
한강진역,176,2022-01-08,562,576,17
수락산역,157,2022-01-08,157,159,13
화랑대역,319,2022-01-08,139,150,14
서울글로벌센터,38,2022-01-08,13,11,15
구파발역,399,2022-01-08,447,453,14
신설동,79,2022-01-08,218,228,15
영등포구청역,137,2022-01-08,96,37,11
적선노외,30,2022-01-08,114,66,16
도봉산역,364,2022-01-08,274,280,13
학여울역,180,2022-01-08,74,78,13
사당노외,184,2022-01-08,273,276,19
종묘,1617,2022-01-08,1453,1488,14
천왕역,328,2022-01-08,214,225,13
개화역,483,2022-01-08,96,100,13
