address,pkca,pkdiv,pkpart
대전광역시 동구 신흥동 258,노외,공영,15
대전광역시 동구 대성동 419,노외,공영,15
대전광역시 동구 중동 51-16,노외,공영,52
대전광역시 동구 세천동 321-4,노외,공영,5
대전광역시 동구 세천동 18-21,노외,공영,11
대전광역시 동구 세천동 35-2,노외,공영,10
대전광역시 동구 세천동 32-9,노외,공영,14
대전광역시 동구 세천동 76-1,노외,공영,9
대구광역시 북구 태전동 1045,노상,공영,42
대구광역시 북구 읍내동 1351-2,노상,공영,35
대구광역시 북구 태전동 1073-31,노상,공영,52
대구광역시 북구 노원동2가 1,노상,공영,27
대구광역시 북구 노원동2가 1,노상,공영,90
대구광역시 북구 노원동3가 252-3,노상,공영,21
대구광역시 북구 노원동3가 252-3,노상,공영,68
대구광역시 북구 노원동3가 252-3,노상,공영,41
대구광역시 북구 노원동3가 436,노상,공영,100
대구광역시 북구 노원동3가 252-3,노상,공영,16
대구광역시 북구 구암동 651,노상,공영,30
대구광역시 북구 노원동3가 252-3,노상,공영,43
충청남도 홍성군 홍성읍 대교리 706,노상,공영,20
,부설,공영,7
대구광역시 북구 칠성동2가 409-24,노상,공영,24
대구광역시 북구 칠성동1가 279-1,노상,공영,9
대구광역시 북구 칠성동1가 236-1,노상,공영,30
대구광역시 북구 칠성동1가 279-1,노상,공영,7
대구광역시 북구 침산동 286-1,노상,공영,14
대구광역시 북구 침산동 5-1,노상,공영,18
대구광역시 북구 침산동 1706-4,노상,공영,10
대구광역시 북구 침산동 531-3,노상,공영,4
대구광역시 북구 침산동 581,노상,공영,7
대구광역시 북구 침산동 565,노상,공영,3
대구광역시 북구 침산동 594,노상,공영,10
대구광역시 북구 침산동 823,노상,공영,30
대구광역시 북구 구암동 714,노상,공영,39
대구광역시 북구 태전동 1041,노상,공영,25
대구광역시 북구 태전동 1004,노상,공영,8
대구광역시 북구 태전동 1039,노상,공영,31
대구광역시 북구 태전동 1019,노상,공영,41
대구광역시 북구 태전동 1043,노상,공영,25
대구광역시 북구 태전동 1026,노상,공영,33
충청남도 홍성군 홍성읍 대교리 398-1,노상,공영,62
,부설,공영,43
전라북도 완주군 고산면 읍내리 701-1,노외,공영,66
전라북도 완주군 고산면 읍내리 581-4,노외,공영,56
전라북도 완주군 상관면 신리 509-3,노외,공영,60
전라북도 완주군 상관면 신리 509-10,노외,공영,39
전라북도 완주군 상관면 신리 585-10,노외,공영,22
전라북도 완주군 삼례읍 후정리 15-3,노외,공영,70
전라북도 완주군 상관면 죽림리 631-1,노외,공영,350
전라북도 완주군 용진읍 용흥리 842,노외,공영,100
전라북도 완주군 구이면 원기리 1069-12,노외,공영,500
전라북도 완주군 이서면 상개리 560-2,노외,공영,78
전라북도 완주군 삼례읍 삼례리 896-13,노외,공영,260
전라북도 완주군 봉동읍 둔산리 882,노상,공영,22
전라북도 완주군 이서면 갈산리 691-2,노외,공영,60
전라북도 완주군 봉동읍 둔산리 899-9,노외,공영,31
전라북도 완주군 이서면 갈산리 686,노상,공영,29
경상북도 의성군 의성읍 후죽리 630-8,노외,공영,129
경상북도 의성군 의성읍 도동리 806-2,노외,공영,22
경상북도 의성군 의성읍 중리리 708-1,노상,공영,51
경상북도 의성군 의성읍 후죽리 509-8,노상,공영,24
경상북도 의성군 의성읍 후죽리 720,노외,공영,19
광주광역시 북구 일곡동 849-4,노외,공영,11
광주광역시 북구 일곡동 849-5,노외,공영,9
광주광역시 북구 매곡동 80,노외,공영,7
광주광역시 북구 오치동 941-2,노외,공영,19
광주광역시 북구 오치동 861-6,노외,공영,18
광주광역시 북구 망월동 668-3,노외,공영,14
광주광역시 북구 본촌동 378-1,노외,공영,19
경기도 의정부시 금오동 470-6,노외,공영,94
경기도 의정부시 의정부동 162-3,노외,공영,97
경기도 의정부시 의정부동 333-3,노외,공영,282
전라북도 군산시 송창동 3-86,노외,공영,20
전라북도 군산시 장미동 42-2,노외,공영,83
전라북도 군산시 월명동 23-1,노외,공영,15
전라북도 군산시 장미동 1-4,노외,공영,337
전라북도 군산시 중앙로1가18-1,노외,공영,75
전라북도 군산시 개복동 12-12,노외,공영,18
전라북도 군산시 임피면 영창리 808-3,노외,공영,6
전라북도 군산시 임피면 영창리 1229-4,노외,공영,16
전라북도 군산시 임피면 영창리 1228-7,노외,공영,15
전라북도 군산시 임피면 월하리 911-2,노외,공영,33
전라북도 군산시 문화동 902-6,노외,공영,37
전라북도 군산시 문화동 918-5,노외,공영,38
전라북도 군산시 송풍동 921-1,노외,공영,2
전라북도 군산시 송풍동 954-3,노외,공영,74
전라북도 군산시 송풍동 944,노외,공영,26
전라북도 군산시 신풍동 938-9,노외,공영,63
전라북도 군산시 옥구읍 선제리 98-11,노외,공영,17
전라북도 군산시 옥서면 옥봉리 2065-4,노외,공영,8
전라북도 군산시 옥서면 옥봉리 665,노외,공영,9
전라북도 군산시 옥서면 옥봉리 66-10,노외,공영,16
전라북도 군산시 옥서면 옥봉리 1309-16,노외,공영,20
전라북도 군산시 옥서면 선연리 1749-7,노외,공영,43
전라북도 군산시 개복동 8-1,노외,공영,15
전라북도 군산시 창성동 38-15,노외,공영,5
전라북도 군산시 둔율동 173-1,노외,공영,15
전라북도 군산시 선양동 224-1,노외,공영,31
전라북도 군산시 명산동 17-11,노외,공영,52
전라북도 군산시 선양동 925-5,노외,공영,20
전라북도 군산시 선양동 904-28,노외,공영,10
전라북도 군산시 선양동 904-8,노외,공영,16
서울특별시 구로구 오류동 6-164,노외,민영,8
서울특별시 구로구 오류동 135-3,노외,민영,110
서울특별시 관악구 신림동 571-6,노외,공영,109
서울특별시 관악구 신림동 366,노외,공영,172
서울특별시 관악구 봉천동 산 110-4,노외,공영,131
서울특별시 관악구 신림동 511-1,노외,공영,41
서울특별시 관악구 신림동 626-82,노외,공영,119
서울특별시 관악구 신림동 652-156,노외,공영,71
서울특별시 관악구 신림동 597-1,노외,공영,79
서울특별시 관악구 신림동 1456-3,노외,공영,188
서울특별시 관악구 봉천동 682,노외,공영,159
서울특별시 관악구 신림동 467,노외,공영,135
서울특별시 관악구 신림동 737,노외,공영,42
서울특별시 관악구 봉천동 920,노외,공영,151
서울특별시 관악구 신림동 306-59,노외,공영,71
"경기도 군포시 산본동 257-2, 257-10",노외,공영,16
경기도 군포시 금정동 689-59,노외,공영,203
경기도 군포시 산본동 89-25,노외,공영,24
부산광역시 해운대구 우1동635-6,노외,민영,15
부산광역시 해운대구 우1동542-6,노외,민영,20
부산광역시 해운대구 재송2동1152-18,노외,민영,14
부산광역시 해운대구 우1동646-3,노외,민영,5
경상북도 영주시 휴천동 1111,노외,공영,56
경상북도 영주시 가흥동 243,노외,공영,265
경상북도 영주시 가흥동 671-2,노외,공영,128
경상북도 영주시 영주동 412-1,노외,공영,157
광주광역시 동구 수기동 104,노외,민영,21
광주광역시 동구 동명동 251,노외,민영,28
대전광역시 동구 천동 513,노외,공영,12
대전광역시 동구 삼성동 448-4,노외,공영,70
대전광역시 동구 신흥동 206-3,노외,공영,51
대전광역시 동구 인동 30-1,노외,공영,31
대전광역시 동구 정동 3-4,노외,공영,44
대전광역시 동구 용운동 349-4,노외,공영,15
대전광역시 동구 용전동 232,노외,공영,30
대전광역시 동구 용전동 28-34,노외,공영,17
제주특별자치도 서귀포시 대정읍 상모리 3970-2,노외,공영,13
제주특별자치도 서귀포시 서귀동 321-5,노외,공영,19
제주특별자치도 서귀포시 성산읍 고성리 346-2,노외,공영,65
제주특별자치도 서귀포시 법환동 1063,노외,공영,20
제주특별자치도 서귀포시 회수동 788-2,노외,공영,18
제주특별자치도 서귀포시 대정읍 하모리 846-11,노외,공영,17
제주특별자치도 서귀포시 성산읍 고성리 1022-8,노외,공영,31
경기도 하남시 신장동 521-2,노외,공영,89
경기도 하남시 덕풍동 470-4,노상,공영,41
경기도 하남시 덕풍동 332-38,노상,공영,52
경기도 하남시 덕풍동 512-4,노상,공영,8
경기도 하남시 덕풍동 산 34-3,노외,공영,69
경기도 하남시 망월동 1086,노외,공영,48
경기도 하남시 망월동 1090,노외,공영,44
경기도 하남시 덕풍동 435-202,노외,공영,213
경기도 하남시 덕풍동 828,노외,공영,98
전라남도 완도군 완도읍 가용리 44(제2축구장),노상,공영,7
경상북도 영천시 문내동 229-11,노외,공영,12
전라남도 완도군 완도읍 군내리 1368(중앙시장주차장),노외,공영,8
전라남도 완도군 완도읍 군내리 1374(중앙시장주차장),노외,공영,8
전라남도 완도군 완도읍 군내리 1162-7(현대APT건너편),노외,공영,67
전라남도 완도군 완도읍 군내리 650-1(완도군청),노외,공영,194
전라남도 완도군 완도읍 군내리 428(등기소 앞),노외,공영,26
전라남도 완도군 완도읍 군내리 423-2(청향빌라 앞),노외,공영,5
전라남도 완도군 완도읍 군내리 410-2(청해빌라 앞),노외,공영,10
충청남도 천안시 동남구 다가동 471,노상,공영,110
강원도 강릉시 홍제동 15-3,노외,공영,14
강원도 강릉시 홍제동 2-6,노외,공영,18
강원도 강릉시 홍제동 262-1,노외,공영,153
강원도 강릉시 홍제동 156,노외,공영,180
대전광역시 중구 부사동 150-1,노외,공영,32
대전광역시 중구 부사동 133-2,노외,공영,9
대전광역시 중구 대사동 142-14,노외,공영,21
대전광역시 중구 문창동 122-9,노외,공영,42
대전광역시 중구 대사동 129-6,노외,공영,68
대전광역시 중구 대사동 203-5,노외,공영,34
대전광역시 중구 석교동 34-26,노외,공영,10
대전광역시 중구 호동 17-12,노외,공영,6
대전광역시 동구 대성동 419,노외,공영,15
대전광역시 동구 낭월동 584,노외,공영,12
대전광역시 중구 문창동 123-23,노상,공영,30
대전광역시 중구 부사동 209-1,노상,공영,41
경상남도 통영시 광도면 죽림리 1574-66,노상,공영,39
제주특별자치도 서귀포시 서귀동 298-2,노외,공영,120
제주특별자치도 서귀포시 동홍동 277,노외,공영,62
전라북도 완주군 봉동읍 장기리 254,노외,공영,131
전라북도 완주군 봉동읍 제내리 산88-16,노외,공영,371
강원도 강릉시 강문동 182-1,노외,공영,177
"강원도 강릉시 포남동 1153, 1153-2",노외,공영,175
강원도 강릉시 포남동 1278-17,노외,공영,28
강원도 강릉시 홍제동 946-1,노외,공영,70
부산광역시 해운대구 반여1동955,노외,민영,27
부산광역시 해운대구 재송1동1071-26,노외,민영,7
부산광역시 해운대구 좌동 1482-4,노외,민영,20
"부산광역시 해운대구 우1동747-5,-6,-9,-10-11",노외,민영,78
부산광역시 해운대구 우1동1337,노외,민영,19
경기도 광명시 하안동 714,노상,공영,105
전라북도 전주시 완산구 효자동3가 1529-13,노외,공영,52
전라북도 전주시 완산구 효자동3가 1533-13,노외,공영,60
부산광역시 해운대구 재송1동1094-28,노외,민영,12
부산광역시 해운대구 반송1동259-111,노외,민영,12
경기도 여주시 상동 315-4,노상,공영,26
경기도 여주시 홍문동 4,부설,공영,93
경기도 여주시 능서면 신지리 717-4,노외,공영,69
경기도 여주시 가남읍 태평리 177,노외,공영,27
경상남도 통영시 광도면 죽림리 1574-42,노상,공영,19
경상남도 통영시 북신동 678,노상,공영,19
경상남도 통영시 정량동 1346-6,노상,공영,42
경상남도 통영시 무전동 1051,노상,공영,16
경상남도 통영시 인평동 380-2,노상,공영,44
경상남도 통영시 정량동 1394,노상,공영,50
경상남도 통영시 미수동 1-10,노상,공영,85
경상남도 통영시 도천동 997,노상,공영,59
경상남도 통영시 북신동 80-1,노외,공영,73
경상남도 통영시 광도면 황리 1645-2,노외,공영,516
경상남도 통영시 도남동 345-3,노외,공영,383
경상남도 통영시 봉평동 358-1,노외,공영,84
"제주특별자치도 제주시 이도2동 1176-1,2",노상,공영,46
서울특별시 양천구 목동 711-6,노외,공영,64
서울특별시 양천구 목동 525,노외,공영,79
서울특별시 양천구 목동 905-29,노외,공영,20
서울특별시 양천구 목동 915,노외,공영,894
서울특별시 양천구 신정동 1326-6,노외,공영,84
서울특별시 양천구 목동 919-8,노외,공영,186
서울특별시 양천구 목동 914-5,노외,공영,426
서울특별시 양천구 신정동 871-3,노외,공영,285
,노외,공영,194
경상남도 창원시 성산구 용호동 500-8,노상,공영,17
경상남도 창원시 성산구 용호동 73,노상,공영,37
충청남도 공주시 중학동 179-1,노외,공영,19
강원도 영월군 영월읍 덕포리 574-343,노외,공영,59
강원도 영월군 영월읍 영흥리 833-1,노외,공영,43
전라남도 신안군 임자면 진리 265-11번지,부설,공영,10
전라북도 완주군 삼례읍 삼례리 898-2,노외,민영,24
전라북도 완주군 봉동읍 장기리 219-11,노외,공영,45
전라북도 완주군 봉동읍 둔산리 881,노외,공영,80
전라북도 완주군 봉동읍 율소리 50-1,노외,공영,18
충청남도 논산시 화지동 31-66,노외,공영,29
충청남도 논산시 화지동 42-16,노외,공영,33
충청남도 논산시 대교동 321-56,노외,공영,51
충청남도 논산시 강경읍 대흥리 7,노외,공영,77
충청남도 논산시 강경읍 서창리 124-2,노외,공영,32
충청남도 논산시 화지동 82-1,노외,공영,72
충청남도 논산시 노성면 교촌리 346-10,노외,공영,43
충청남도 논산시 연무읍 금곡리 4-27,노외,공영,13
충청남도 논산시 연무읍 안심리 76-32,노외,공영,12
충청남도 논산시 연무읍 안심리 76-6,노외,공영,9
충청남도 논산시 취암동 1065-8,노외,공영,29
충청남도 논산시 취암동 1071-4,노외,공영,14
충청남도 논산시 화지동 24-10,노외,공영,36
충청남도 논산시 강경읍 대흥리 51-12,노외,공영,21
충청남도 논산시 연무읍 고내리 648-2,노외,공영,10
충청남도 논산시 반월동 62-2,노외,공영,4
충청남도 논산시 강경읍 대흥리 15-4,노외,공영,26
충청남도 논산시 강경읍 대흥리 52-9,노외,공영,22
충청남도 논산시 취암동 1072-5,노외,공영,13
충청남도 논산시 연무읍 동산리 903-10,노외,공영,29
충청남도 논산시 연무읍 안심리 19-38,노외,공영,101
경기도 남양주시 호평동 706(효성백년가약아파트 후문),노상,공영,15
경기도 남양주시 평내동 630(대주아파트 뒤),노상,공영,19
경기도 남양주시 평내동 640(평내중학교 뒤),노상,공영,13
경기도 남양주시 진접읍 금곡리 1127-38번지(주곡중 신안인스빌 후문),노상,공영,13
경기도 남양주시 도농동 53-13번지 일원(도농굴다리 우리은행입구),노상,공영,11
경기도 남양주시 진접읍 금곡리 1127-3(진접택지/우체국 뒤),노상,공영,35
경기도 남양주시 화도읍 마석우리 307-1(홍반장카센터 앞),노상,공영,9
경기도 남양주시 별내동 1059(동익미라벨아파트 정문 앞),노상,공영,48
경기도 남양주시 별내동 1031(동익미라벨 부동산 앞),노상,공영,11
경기도 남양주시 별내동 1017(우리~하나은행 앞),노상,공영,23
경기도 남양주시 별내동 1031(별내자치센터 뒤),노상,공영,18
경기도 남양주시 별내동 1029(별내자치센터 앞),노상,공영,26
"경기도 남양주시 별내동 1004, 1006-4, 1009(로뎀타워 주변)",노상,공영,52
경기도 남양주시 와부읍 덕소리 50(덕소 아이비스파 앞),노상,공영,6
경기도 남양주시 평내동 639(평내우체국 앞),노상,공영,20
경기도 남양주시 와부읍 덕소리 558-4번지 일원(덕소 우림아파트 앞),노상,공영,22
경기도 남양주시 별내동 228-2(별빛도서관 옆),노상,공영,34
경기도 남양주시 별내동 1032(신성프라자 상가 앞),노상,공영,19
경기도 남양주시 별내동 1098(화접지하차도 상부),노상,공영,41
경기도 남양주시 금곡동 428-8번지(양병원 옆),노상,공영,19
서울특별시 구로구 신도림동 428-20,노외,민영,52
서울특별시 관악구 신림동 494-38,노상,공영,13
서울특별시 관악구 신림동 1587-38,노상,공영,56
서울특별시 관악구 신림동 1467-12,노상,공영,37
서울특별시 관악구 봉천동 1693-66,노상,공영,11
서울특별시 관악구 봉천동 1677-10,노외,공영,78
강원도 화천군 화천읍 하리 51-6,노외,공영,20
강원도 화천군 화천읍 하리 44-40,노외,공영,22
강원도 화천군 화천읍 하리 51-28,노외,공영,9
강원도 화천군 화천읍 하리 47-12,노외,공영,16
경기도 남양주시 별내면 청학리409-6(청학주공 2단지 앞),노상,공영,81
경기도 남양주시 별내면 청학리 439-6외(별내도서관 건너편),노상,공영,36
경기도 남양주시 별내면 청학리 412-4(별내 파출소 앞),노상,공영,17
경기도 남양주시 별내면 청학리 421(청학주공 6단지 뒤),노상,공영,22
경기도 남양주시 별내면 청학리(청학주공 7단지 앞),노상,공영,19
경기도 남양주시 별내면 청학리(별내중학교 뒤),노상,공영,34
"경기도 남양주시 퇴계원면,리 70-67,70-70(KT전화국 앞)",노상,공영,7
경기도 부천시 오정동 760,노외,공영,69
경기도 부천시 원미동 127-5,노외,공영,142
경기도 부천시 원미동 134-15,노외,공영,48
,노외,공영,67
,노외,공영,171
,노외,공영,982
경기도 부천시 춘의동 212-8,노외,공영,50
,노외,공영,216
경기도 부천시 중동 1139,노외,공영,500
경기도 부천시 송내동 317-4,노외,공영,36
,노외,공영,116
경기도 부천시 오정동 559-1,노외,공영,55
경기도 부천시 고강본동 326,노외,공영,39
경기도 부천시 고강동 384,노외,공영,32
경기도 부천시 소사본동 317-100,노외,공영,150
경기도 부천시 고강동 389,노외,공영,81
경기도 이천시 관고동 25-4,노상,공영,27
경기도 이천시 중리동 3-6,노상,공영,23
경기도 이천시 창전동 151-14,노상,공영,23
경기도 이천시 중리동 180-2,노외,공영,34
인천광역시 미추홀구 주안동 1498-6,노외,공영,29
인천광역시 미추홀구 주안동 1465-13,노외,공영,35
인천광역시 미추홀구 관교동 321-4,노외,공영,11
인천광역시 미추홀구 관교동 495,노외,공영,64
인천광역시 미추홀구 관교동 486-6,노외,공영,89
인천광역시 미추홀구 문학동 331-5,노외,공영,15
인천광역시 미추홀구 문학동 392-2,노외,공영,28
인천광역시 미추홀구 문학동 383-3,노외,공영,25
인천광역시 미추홀구 문학동 353-6,노외,공영,19
전라북도 전주시 덕진구 덕진동2가 654-8,노외,공영,26
광주광역시 동구 계림동 293-6,노외,민영,26
광주광역시 동구 학동 129,노외,민영,30
광주광역시 동구 대인동 28-6,노외,민영,50
광주광역시 동구 학동 737-1,노외,민영,34
광주광역시 동구 지산동 447,노외,민영,20
광주광역시 동구 불로동 92-2,노외,민영,21
광주광역시 동구 대인동 311-15,노외,민영,7
광주광역시 동구 산수동 538-12,노외,민영,20
광주광역시 동구 금남로5가 99-6,노외,민영,23
광주광역시 동구 지산동 679-9,노외,민영,14
광주광역시 동구 동명동 154-54,노외,민영,17
광주광역시 동구 계림동 298-1,노외,민영,26
광주광역시 동구 금남로5가 117,노외,민영,29
광주광역시 동구 궁동 24,노외,민영,21
광주광역시 동구 불로동 43-5,노외,민영,17
광주광역시 동구 학동 12-8,노외,민영,67
광주광역시 동구 불로동 7,노외,민영,22
"광주광역시 동구 동명동 174,171-1",노외,민영,18
광주광역시 동구 대인동 50,노외,민영,46
광주광역시 동구 대의동 27-1,노외,민영,15
인천광역시 계양구 효성동 293-8,노외,공영,48
인천광역시 계양구 효성동 681,노외,공영,19
인천광역시 연수구 송도동6-1,부설,공영,1157
전라남도 순천시 연향동 1325-2,노외,공영,62
전라남도 순천시 조례동 1722-8,노외,공영,43
전라남도 순천시 조례동 1605-1,노외,공영,57
전라남도 순천시 장천동 234,노외,공영,52
전라남도 순천시 동외동 83,노외,공영,84
"전라남도 순천시 왕지동 852-1,2",노외,공영,131
"전라남도 순천시 왕지동 853-1,2",노외,공영,135
전라남도 순천시 조례동 1824,노외,공영,67
"전라남도 순천시 연향동 1320-4,5",노외,공영,81
전라남도 순천시 조곡동 161-9,노외,공영,19
전라남도 순천시 연향동 1423 일원,노상,공영,17
전라남도 순천시 연향동 1423 일원,노상,공영,25
전라남도 순천시 연향동 1423 일원,노상,공영,27
전라남도 순천시 연향동 1423 일원,노상,공영,19
전라남도 순천시 연향동 1416 일원,노상,공영,14
전라남도 순천시 연향동 1431 일원,노상,공영,42
전라남도 순천시 연향동 1427 일원,노상,공영,13
울산광역시 동구 전하동 638-4,노외,공영,147
전라북도 전주시 덕진구 덕진동1가 653-1,노외,공영,29
광주광역시 동구 대인동 323-2,노외,민영,20
광주광역시 동구 금동 153,노외,민영,33
광주광역시 동구 산수동 539-7,노외,민영,18
광주광역시 동구 산수동 538-10,노외,민영,20
광주광역시 동구 금남로5가 175,노외,민영,20
광주광역시 동구 금남로5가 58-9,노외,민영,30
광주광역시 동구 금남로5가 73-1,노외,민영,15
광주광역시 동구 불로동 89,노외,민영,25
광주광역시 동구 서석동 92-8,노외,민영,15
광주광역시 동구 대인동 31,노외,민영,30
광주광역시 동구 대인동 180,노외,민영,21
광주광역시 동구 동명동 189-8,노외,민영,10
광주광역시 동구 불로동 43-10,노외,민영,9
광주광역시 동구 대인동 315-25,노외,민영,18
광주광역시 동구 계림동 269,노외,민영,16
광주광역시 동구 충장로5가31,노외,민영,6
전라북도 익산시 성당면 와초리 231-2,노외,공영,15
전라북도 익산시 성당면 두동리 421-2,노외,공영,15
전라북도 익산시 성당면 갈산리 225-7,노외,공영,38
전라북도 익산시 성당면 대선리 607-3,노외,공영,11
전라북도 전주시 완산구 교동 산1-3,노상,공영,70
전라북도 전주시 완산구 서신동 940-2,노외,공영,28
전라북도 전주시 완산구 서신동 795,노외,공영,131
경기도 김포시 양촌읍 양곡리 1549,노외,공영,44
경기도 김포시 마산동 645-24,노외,공영,54
경기도 김포시 마산동 662-14,노외,공영,32
경기도 김포시 운양동 1329-2,노외,공영,20
경기도 시흥시 정왕동 2720-5,노외,공영,79
경기도 시흥시 정왕동 1718-9,노외,공영,39
경기도 시흥시 물왕동 318-9,노외,공영,5
경기도 구리시 인창동 689,노상,공영,17
경기도 구리시 수택동 528,노외,공영,79
경기도 구리시 교문동 736-3번지,노외,공영,340
경기도 구리시 수택동 848번지,노외,공영,200
경기도 구리시 수택동 528,노외,공영,94
경기도 구리시 수택동 528,노외,공영,252
경기도 구리시 인창동 208-39,노외,공영,205
경기도 구리시 토평동 979,노외,공영,51
충청남도 논산시 취암동 1054,노외,공영,60
경상북도 안동시 풍산읍 하라리 2,노외,공영,15
경상북도 안동시 명륜동 338-4,노외,공영,8
인천광역시 연수구 옥련동 163-5,노외,공영,13
인천광역시 연수구 송도동 16-2,노외,공영,105
인천광역시 연수구 청학동 79-2,노외,공영,95
인천광역시 연수구 옥련동 418-9,노외,공영,24
전라남도 신안군 지도읍 광정리 1271번지,노외,공영,13
전라남도 신안군 지도읍 읍내리 70-7번지,부설,민영,14
전라남도 신안군 지도읍 읍내리 290-1번지,노외,민영,7
전라남도 신안군 지도읍 읍내리 345번지,부설,민영,26
전라남도 신안군 지도읍 읍내리 791번지,부설,민영,30
전라남도 신안군 지도읍 읍내리 380-1번지,부설,민영,66
전라남도 신안군 지도읍 읍내리 404-2번지,부설,공영,14
전라남도 신안군 지도읍 읍내리 168-419번지,부설,민영,21
전라남도 신안군 지도읍 광정리 184번지,부설,민영,52
전라남도 신안군 지도읍 광정리 34-1번지,부설,민영,15
전라남도 신안군 지도읍 읍내리 114-10번지,부설,민영,10
전라남도 신안군 임자면 대기리 2523-11번지,노외,공영,417
전라남도 신안군 임자면 진리 466-1번지,부설,공영,24
경상북도 영주시 풍기읍 창락리 455,노외,공영,69
경상북도 영주시 순흥면 청구리 357,노외,공영,133
경상북도 영주시 부석면 북지리 301-1,노외,공영,400
경상북도 영주시 가흥동 322-4,노외,공영,31
전라북도 고창군 해리면 하련리 189-5,노외,공영,50
전라북도 고창군 공음면 칠암리 605-3,노외,공영,63
전라북도 고창군 흥덕면 흥덕리 353-1,노외,공영,37
전라북도 고창군 흥덕면 흥덕리 238-7,노외,공영,15
전라북도 고창군 흥덕면 흥덕리 278,노외,공영,12
전라북도 고창군 성송면 계당리 545-7,노외,공영,17
전라북도 고창군 고창읍 읍내리 646,노외,공영,55
전라북도 고창군 고창읍 읍내리 324-57,노외,공영,47
전라북도 고창군 고창읍 월곡리 425-4,노외,공영,106
전라북도 고창군 고창읍 읍내리 323-2,노외,공영,22
전라북도 고창군 성내면 양계리 475-8,노외,공영,9
전라북도 고창군 고창읍 덕산리 23-23,노외,공영,50
대전광역시 동구 중동 93-1,노외,공영,53
경상북도 영주시 가흥동 480-57,노외,공영,77
경상북도 영주시 영주동 158-1,노외,공영,26
경상북도 영주시 영주동 19-101,노외,공영,18
경상북도 영주시 하망동 157-4,노외,공영,30
경상북도 영주시 순흥면 내죽리 152-1,노외,공영,144
경상북도 영주시 하망동 246-14,노외,공영,24
경상북도 영주시 풍기읍 서부리 106-2,노외,공영,66
경상북도 영주시 순흥면 청구리 346,노외,공영,10
대전광역시 중구 호동 137-2,노상,공영,6
대전광역시 중구 대사동 197,노외,공영,93
대전광역시 중구 대사동 197-6,노외,공영,70
대전광역시 중구 부사동 423-6,노외,공영,5
대전광역시 중구 부사동 366-3,노외,공영,23
대전광역시 중구 부사동 429-6,노외,공영,8
대전광역시 중구 석교동 244-7,노외,공영,7
대전광역시 중구 문창동 116-8,노외,공영,61
울산광역시 동구 전하동 451-3,노외,공영,31
울산광역시 동구 동부동 425-1,노외,공영,83
울산광역시 동구 화정동 952,노외,공영,45
,노외,공영,109
경기도 과천시 문원동 115-264,노외,공영,3
경기도 과천시 문원동 115-219,노외,공영,3
경기도 과천시 문원동 115-186,노외,공영,3
경기도 과천시 문원동 115-149,노외,공영,3
경기도 과천시 부림동 12-3,노외,공영,8
경기도 과천시 문원동 115-136,노외,공영,3
경기도 과천시 중앙동 98,노외,공영,33
경기도 용인시 처인구 유방동 287,노외,공영,82
경기도 용인시 수지구 풍덕천동 59-13번지 지하,노외,공영,50
경기도 시흥시 장곡동 344번지,노외,공영,73
경기도 시흥시 산현동 529-1,노외,공영,97
경기도 시흥시 정왕동 2720-14,노외,공영,80
강원도 원주시 판부면 서곡리 2026-6,노외,공영,54
강원도 원주시 신림면 신림리 537-2,노외,공영,28
강원도 원주시 신림면 신림리 698-12,노외,공영,29
강원도 원주시 명륜동 819-12,노외,공영,6
강원도 원주시 단구동 596-5,노외,공영,62
강원도 원주시 단구동 1569-1,노외,공영,6
강원도 원주시 단구동 1451-19,노외,공영,48
강원도 원주시 단구동 1699-1,노외,공영,20
강원도 원주시 개운동 128-9,노외,공영,22
인천광역시 미추홀구 주안동 924-25,노외,공영,43
인천광역시 미추홀구 주안동 854-45,노외,공영,33
인천광역시 미추홀구 주안동 1336-30,노외,공영,13
인천광역시 미추홀구 주안동 1271-8,노외,공영,142
인천광역시 미추홀구 주안7동 1434-6,노외,공영,17
강원도 화천군 사내면 사창리 456-2,노외,공영,67
강원도 화천군 사내면 사창리 457-6,노외,공영,31
강원도 화천군 사내면 사창리 454-18,노외,공영,61
경기도 시흥시 하중동 390-2,노외,공영,32
경기도 시흥시 능곡동 708,노외,공영,25
경기도 시흥시 포동 63,노외,공영,5
경기도 시흥시 포동 36,노외,공영,7
경기도 시흥시 정왕동 2014-12,노외,공영,7
경기도 시흥시 능곡동 707,노외,공영,37
경기도 시흥시 대야동 458,노외,공영,29
경기도 시흥시 대야동 420-46,노외,공영,19
경기도 시흥시 매화동 221-11,노외,공영,7
경기도 시흥시 조남동 667,노외,공영,18
경기도 시흥시 대야동 420-15,노외,공영,9
경기도 시흥시 은행동 342-6,노외,공영,19
경기도 시흥시 은행동 327-29,노외,공영,9
"경기도 시흥시 정왕동 2023-7,8번지",노외,공영,14
경기도 시흥시 조남동 708,노외,공영,20
경기도 시흥시 대야동 656,노외,공영,30
경기도 시흥시 물왕동 318-9,노외,공영,5
경기도 시흥시 정왕동 1986-5,노외,공영,10
경기도 시흥시 정왕동 1590-15,노외,공영,5
경기도 시흥시 정왕동 580-3,노외,공영,13
경기도 시흥시 조남동 745,노외,공영,28
경기도 시흥시 은행동 639-4,노외,공영,17
경기도 시흥시 대야동 485-10,노외,공영,19
경기도 안양시 동안구 호계동 970-12,노외,공영,6
"경기도 안양시 동안구 호계동 1006-4,5",노외,공영,41
