address,pkca,pkdiv,pkpart
강원도 춘천시 석사동 802-3,노상,공영,25
강원도 춘천시 교동 36,노외,공영,185
,노상,공영,24
"경기도 화성시 석우동 121,118",노상,공영,56
대구광역시 중구 북내동 5,노외,민영,15
대구광역시 중구 동인동1가 228,노외,민영,30
대구광역시 중구 시장북로 59-2,노외,민영,19
전라북도 무주군 무주읍 당산리 1199-3,노외,공영,154
전라북도 무주군 무주읍 읍내리 229-2,노외,공영,138
전라북도 무주군 무주읍 읍내리 1106-3,노외,공영,17
경기도 평택시 안중읍 현화리 836-1,노외,공영,23
경기도 평택시 안중읍 현화리 833-1,노외,공영,60
경기도 평택시 안중읍 현화리 832-1,노외,공영,51
경기도 평택시 안중읍 송담리 853-7,노외,공영,52
경기도 평택시 안중읍 송담리 843-6,노외,공영,37
경기도 평택시 안중읍 안중리 463-5,노외,공영,34
경기도 평택시 안중읍 안중리 245-55,노외,공영,62
경기도 평택시 포승읍 만호리 340-21,노외,공영,34
대구광역시 북구 산격동 1264-1,노외,공영,43
부산광역시 동구 초량동 545-7,노외,공영,62
부산광역시 동구 초량동 865,노외,공영,46
부산광역시 동구 좌천동 689-94,노외,공영,47
부산광역시 동구 범일동 830-24,노상,공영,22
부산광역시 동구 범일동 830-24,노상,공영,20
부산광역시 동구 범일동 830-24,노상,공영,10
부산광역시 동구 범일동 830-9,노상,공영,39
부산광역시 동구 범일동 830-63,노상,공영,21
부산광역시 동구 초량동 667-8,노상,공영,16
부산광역시 동구 범일동 830-29,노상,공영,9
부산광역시 동구 범일동 830-31,노상,공영,48
부산광역시 동구 초량동 1203-2,노상,공영,14
부산광역시 해운대구 좌1동985-8,노외,민영,19
"부산광역시 해운대구 우1동629-6,628-1,2,4,8",노외,민영,149
부산광역시 해운대구 좌동 1521-3,노외,민영,363
"부산광역시 해운대구 송정동274-1,275-3,277",노외,민영,13
부산광역시 해운대구 재송1동1087-1,노외,민영,13
부산광역시 해운대구 우1동381-1,노외,민영,16
부산광역시 해운대구 재송1동1086-7,노외,민영,13
부산광역시 해운대구 송정동306-2,노외,민영,7
"부산광역시 해운대구 송정동288-7,16,17",노외,민영,8
부산광역시 해운대구 송정동521-1,노외,민영,11
부산광역시 해운대구 중1동1396-59,노외,민영,24
부산광역시 해운대구 중1동1378-95,노외,민영,99
부산광역시 해운대구 중1동947-1,노외,민영,120
부산광역시 해운대구 좌동 1360,노외,민영,43
부산광역시 해운대구 우1동649-1,노외,민영,40
부산광역시 해운대구 중1동1123외2,노외,민영,35
부산광역시 해운대구 우1동762-47,노외,민영,14
부산광역시 해운대구 중1동1395-21,노외,민영,43
강원도 원주시 학성동 1023-100,노외,공영,38
전라남도 영암군 미암면 채지리 131-1,노외,공영,20
전라남도 영암군 미암면 채지리 127-1,노외,공영,22
부산광역시 동구 좌천동 68-1,노상,공영,33
부산광역시 동구 수정동 1043-60,노외,공영,53
부산광역시 동구 수정동 771-210,노외,공영,28
부산광역시 동구 수정동 785-8,노외,공영,38
부산광역시 동구 수정동 968-11,노외,공영,38
부산광역시 동구 수정동 410,노외,공영,49
부산광역시 동구 초량동 1159-9,노상,공영,9
부산광역시 동구 수정동 600-3,노외,공영,97
부산광역시 동구 좌천동 68-595,노외,공영,75
부산광역시 동구 좌천동 68-569,노외,공영,21
부산광역시 동구 초량동 827-246,노상,공영,52
부산광역시 동구 범일동 830-29,노상,공영,5
부산광역시 동구 초량동 1196-4,노상,공영,14
부산광역시 동구 범일동 830-24,노상,공영,31
부산광역시 동구 초량동 1188-1,노상,공영,20
부산광역시 동구 좌천동 1119,노외,공영,29
부산광역시 동구 초량동 1150-1,노상,공영,22
부산광역시 동구 좌천동 808-12,노외,공영,51
부산광역시 동구 좌천동 952-2,노외,공영,49
부산광역시 동구 초량동 1168-13,노상,공영,16
부산광역시 동구 범일동 830-9,노상,공영,21
부산광역시 동구 범일동 830-9,노상,공영,17
부산광역시 동구 범일동 829-1,노상,공영,13
부산광역시 동구 범일동 183,노외,공영,63
부산광역시 동구 초량동 1118,노상,공영,36
,노상,공영,8
부산광역시 동구 수정동 1178-43,노상,공영,55
부산광역시 동구 초량동 1150-7,노상,공영,9
부산광역시 동구 초량동 1195-2,노상,공영,12
부산광역시 동구 범일동 825-3,노상,공영,31
부산광역시 동구 좌천동 722,노외,공영,42
부산광역시 동구 초량동 1204-9,노외,공영,152
부산광역시 동구 수정동 711-4,노외,공영,51
부산광역시 동구 초량동 1154-1,노상,공영,11
부산광역시 동구 초량동 1154-1,노상,공영,14
부산광역시 동구 초량동 1195-1,노상,공영,10
부산광역시 동구 범일동 1338-11,노외,공영,45
부산광역시 동구 범일동 1511-4,노외,공영,28
부산광역시 동구 범일동 1424-7,노외,공영,19
부산광역시 동구 좌천동 682-1,노상,공영,12
부산광역시 동구 초량동 1213-1,노상,공영,36
부산광역시 동구 좌천동 910-3,노외,공영,47
,노상,공영,10
경상북도 포항시 북구 동빈1가 74-91,노상,공영,22
경상북도 포항시 북구 동빈1가 91-2,노상,공영,17
경상북도 포항시 북구 동빈1가 84-39,노상,공영,9
,노상,공영,24
,노상,공영,15
,노상,공영,8
,노상,공영,4
,노상,공영,15
,노상,공영,10
,노상,공영,8
,노상,공영,26
,노상,공영,24
,노상,공영,36
경상북도 포항시 북구 죽도동 683,노상,공영,20
,노상,공영,61
,노상,공영,4
,노상,공영,31
,노상,공영,43
부산광역시 강서구 신호동 186,노외,민영,28
부산광역시 강서구 녹산동 92-1,노외,민영,20
부산광역시 강서구 녹산동 1277-9,노외,민영,11
부산광역시 강서구 대저2동 2021-6,노외,민영,34
"부산광역시 강서구 대저2동 2405-2,3131-6,3131-7,3132-2,3134-4,3134-5",노외,민영,144
부산광역시 강서구 대저1동 2377-22,노외,민영,14
부산광역시 강서구 구랑동 1193-5,노외,민영,78
부산광역시 강서구 대저2동 4440,노외,민영,20
전라남도 영암군 시종면 만수리 943-4,노상,공영,195
전라남도 영암군 시종면 만수리 912-4,노외,공영,30
전라남도 영암군 시종면 만수리 928-1,노외,공영,20
전라남도 영암군 시종면 만수리 962-3,노외,민영,40
전라남도 영암군 시종면 만수리 909-1,노외,공영,30
전라남도 영암군 시종면 만수리 산120-3,노외,공영,130
전라남도 영암군 도포면 구학리 412-3,노외,공영,16
전라남도 영암군 금정면 용흥리 1208-1,노상,공영,30
전라남도 영암군 군서면 동구림리 34-7,노외,공영,85
전라남도 영암군 군서면 도갑리 52-2,노외,민영,150
전라남도 영암군 군서면 동구림리 산14-2,노외,공영,163
전라남도 영암군 군서면 동구림리 437,노외,공영,550
전라남도 영암군 학산면 독천리 1268-6,노외,공영,200
전라남도 영암군 학산면 독천리 61-13,노외,공영,25
경상남도 합천군 삼가면 일부리 747-5,노외,공영,35
경상남도 합천군 삼가면 일부리 927-1,노외,공영,11
경상남도 합천군 가회면 둔내리 1731-5,노외,공영,85
경상남도 합천군 가회면 둔내리 산95-8,노외,공영,60
경상남도 합천군 가회면 덕촌리 373-2,노외,공영,18
강원도 춘천시 중앙로1가 60-1,노상,공영,18
"강원도 춘천시 운교동 179-7, 바우연못 주변",노상,공영,17
강원도 춘천시 근화동 187,노상,공영,15
강원도 춘천시 효자동 373-99,노상,공영,61
강원도 춘천시 후평동 792-1,노상,공영,33
강원도 춘천시 후평동 805-1,노상,공영,12
강원도 춘천시 후평동 803-2,노상,공영,79
강원도 춘천시 근화동 716,노상,공영,13
강원도 춘천시 근화동 709,노상,공영,6
강원도 춘천시 후평동 705-3,노상,공영,20
강원도 춘천시 소양로1가 96-18,노상,공영,29
강원도 춘천시 후평동 833-9,노상,공영,12
강원도 춘천시 요선동 2-12,노상,공영,9
"강원도 춘천시 요선동 5-10, 오띠모 모텔",노상,공영,8
경기도 화성시 목동 312-3,노외,공영,110
부산광역시 강서구 대저2동 2081-5,노외,민영,61
부산광역시 강서구 대저2동 2162-6,노외,민영,22
"부산광역시 강서구 대저2동 3134-1, 2108-1, 2107-1",노외,민영,118
부산광역시 강서구 대저2동 2405-2,노외,민영,15
부산광역시 강서구 대저2동 1858-1,노외,민영,245
부산광역시 강서구 대저1동 2376-2,노외,민영,12
부산광역시 강서구 대저2동 3903,노외,민영,23
부산광역시 강서구 신호동 186,노외,민영,270
전라남도 영암군 영암읍 역리 106,노외,공영,58
부산광역시 기장군 기장읍 동부리 151-8,노외,공영,183
부산광역시 기장군 기장읍 동부리 280-9,노외,공영,100
부산광역시 기장군 기장읍 대라리 64-2,노상,공영,124
부산광역시 기장군 정관읍 매학리 731,노상,공영,54
경기도 고양시 일산동구 장항동 1848,노외,공영,17
경기도 고양시 덕양구 지축동 765-159,노외,공영,47
경기도 고양시 일산동구 풍동 162-2,부설,공영,106
경기도 고양시 덕양구 행신동 718,부설,공영,46
경기도 고양시 일산서구 일산동 618,노외,공영,129
경기도 고양시 덕양구 삼송동 62,노외,공영,30
부산광역시 해운대구 우1동762-46,노외,민영,20
부산광역시 해운대구 중1동204-4,노외,민영,3
부산광역시 해운대구 반송2동211-2,노외,민영,15
부산광역시 해운대구 우1동649-2,노외,민영,89
부산광역시 해운대구 송정동850-1,노외,민영,3
"부산광역시 해운대구 반여1동1244-4,5",노외,민영,12
광주광역시 동구 불로동 97-7,노상,공영,27
광주광역시 동구 서석동 24-2,노외,공영,29
"광주광역시 동구 지산동 720-17,18",노외,민영,13
광주광역시 동구 호남동 42-3,노외,민영,10
광주광역시 동구 호남동 37-10,노외,민영,24
광주광역시 동구 궁동 34-7,노외,민영,7
광주광역시 동구 금남로4가 33,노외,민영,9
,노외,공영,27
충청남도 금산군 추부면 마전리 434-2,노외,공영,25
충청남도 금산군 금산읍 하옥리 391-2,노외,공영,16
충청남도 금산군 금산읍 신대리 623-1,노외,공영,33
,부설,공영,200
충청남도 금산군 금산읍 중도리 204-8,부설,공영,127
전라남도 나주시 동강면 인동리 368-7,노외,공영,20
전라남도 나주시 이창동 517-9,노외,공영,44
전라남도 나주시 교동 76-3,노외,공영,68
전라남도 나주시 왕곡면 장산리 570-3,노외,공영,10
서울특별시 종로구 화동56,노외,민영,25
서울특별시 종로구 화동76-2,노외,민영,14
서울특별시 종로구 안국동117,노외,민영,75
서울특별시 종로구 견지동101,노외,민영,46
서울특별시 종로구 경운동65,노외,민영,16
서울특별시 종로구 관수동143-7,노외,민영,5
서울특별시 종로구 낙원동132-1,노외,민영,12
서울특별시 종로구 묘동83,노외,민영,11
서울특별시 종로구 서린동111-3,노외,민영,20
"서울특별시 종로구 인사동 246,246-2",노외,민영,29
서울특별시 종로구 운니동10,노외,민영,20
서울특별시 종로구 운니동28,노외,민영,21
충청북도 음성군 금왕읍 무극리 519-4,노외,공영,93
충청북도 음성군 대소면 태생리 658,노외,공영,50
충청북도 음성군 대소면 오산리 119-61,노외,공영,95
충청북도 음성군 대소면 오산리 385,노외,공영,60
충청북도 음성군 대소면 오산리 180-9,노외,공영,11
충청북도 음성군 삼성면 덕정리 1275,노외,공영,13
충청북도 음성군 삼성면 덕정리 1291,노외,공영,20
충청북도 음성군 감곡면 오향리 1113,노외,공영,15
경기도 평택시 신장동 252-1,노외,공영,13
경기도 평택시 신장동 502,노외,공영,145
경기도 평택시 신장동 327-26,노외,공영,16
경기도 평택시 안중읍 안중리 302-1,노외,공영,78
경기도 평택시 안중읍 안중리 245-9,노외,공영,31
경기도 평택시 안중읍 안중리 245-3,노외,공영,23
경기도 평택시 안중읍 현화리 852,노외,공영,63
경기도 평택시 안중읍 현화리 835-6,노외,공영,26
울산광역시 울주군 범서읍 천상리 603-6,노외,공영,60
울산광역시 울주군 온산읍 덕신리 덕신시가지 일원,노상,공영,238
울산광역시 울주군 범서읍 구영리 711~736,노상,공영,152
경상남도 거창군 거창읍 상림리 272-15,노외,공영,16
경상남도 거창군 거창읍 상림리 30-7,노외,공영,5
경상남도 거창군 거창읍 상림리 98-10,노외,공영,14
경상북도 포항시 북구 덕산동 115-3,노상,공영,14
,노상,공영,13
경상북도 포항시 북구 중앙동 14,노상,공영,8
경상북도 포항시 북구 남빈동 415-10,노상,공영,60
경상북도 포항시 북구 남빈동 591-2,노상,공영,57
경상북도 포항시 북구 죽도동 135-105,노상,공영,59
경상북도 포항시 북구 죽도동 139-6,노상,공영,30
경상북도 포항시 북구 죽도동 556-198,노상,공영,11
경상북도 포항시 북구 대신동 66-11,노상,공영,12
경상북도 포항시 북구 두호동 1008-6,노상,공영,185
경상북도 포항시 북구 학산동 348,노상,공영,22
경상북도 포항시 북구 항구동41-2,노상,공영,30
경상북도 포항시 북구 항구동7-7,노상,공영,22
경상북도 포항시 북구 항구동 17-13,노상,공영,25
경상북도 포항시 북구 항구동 94-9,노상,공영,6
경상북도 포항시 북구 항구동58-38,노상,공영,12
경상북도 포항시 북구 대신동 951-18,노상,공영,38
경상북도 포항시 북구 대신동 956-7,노상,공영,23
경상북도 포항시 북구 대신동 81-2,노상,공영,16
,노상,공영,18
,노상,공영,3
,노상,공영,6
강원도 춘천시 강촌리 243,노외,공영,13
강원도 춘천시 근화동 710-49,노외,공영,23
강원도 춘천시 후평동 876,노외,공영,24
강원도 춘천시 후평동 871-4,노외,공영,25
강원도 춘천시 후평동 891-7,노외,공영,43
강원도 춘천시 석사동 649,노외,공영,53
세종특별자치시 부강면 부강리 434-14,노외,공영,21
,노상,공영,10
,노외,공영,65
,노외,공영,41
세종특별자치시 아름동 1352,노외,공영,236
세종특별자치시 종촌동 664,노외,공영,160
,노외,공영,38
,노외,공영,51
세종특별자치시 나성동 42-1,노외,공영,80
,노외,공영,70
,노외,공영,70
,노외,공영,60
경상북도 의성군 의성읍 후죽리 457-39,노외,공영,20
경상북도 의성군 점곡면 서변리 119,노외,공영,105
경상북도 의성군 의성읍 후죽리 484-1,노외,공영,19
경상북도 의성군 의성읍 후죽리 372-1,노외,공영,49
,노상,공영,55
강원도 홍천군 홍천읍 희망리 262-15,노상,공영,34
강원도 홍천군 홍천읍 연봉리 493-2,노상,공영,40
강원도 춘천시 온의동 587-4,노외,공영,232
강원도 춘천시 옥천동 111-1,노외,공영,600
강원도 춘천시 운교동 182-10,노외,공영,65
강원도 춘천시 죽림동 93,노외,공영,121
강원도 춘천시 조운동 60-3,노외,공영,83
강원도 춘천시 석사동 804,노외,공영,89
강원도 춘천시 낙원동 63-3,노외,공영,34
강원도 춘천시 소양로1가 47-7,노외,공영,140
강원도 춘천시 죽림동 109-4,노외,공영,15
전라북도 익산시 황등면 구자리 398,노외,공영,26
전라북도 익산시 황등면 황등리 1084-4,노외,공영,20
전라북도 익산시 황등면 황등리 355-4,노외,공영,7
전라북도 무주군 무주읍 읍내리 1246-1,노상,공영,123
전라북도 무주군 무주읍 읍내리 1144,노상,공영,80
전라북도 무주군 무주읍 읍내리 1230-2,노외,공영,96
전라북도 무주군 무주읍 당산리 701,노외,공영,78
전라북도 무주군 무주읍 읍내리 315-2,노외,공영,57
경상북도 포항시 남구 상도동18-265,노외,민영,12
경상북도 포항시 남구 상도동18-255,노외,민영,20
경상북도 포항시 남구 상도동 18-248,노외,민영,11
경상북도 포항시 남구 상도동 18-36,노외,민영,15
경상북도 포항시 남구 대도동 127-13,노외,민영,28
경상북도 포항시 남구 상도동 595-11,노외,민영,13
,노외,민영,40
,노외,민영,60
,노외,민영,13
,노외,민영,25
경상북도 포항시 남구 해도동15-5,노외,민영,5
,노외,민영,7
경상북도 포항시 남구 해도동 53-20,노외,민영,30
경상북도 포항시 남구 해도동 82-13,노외,민영,16
,노외,민영,15
경상북도 포항시 남구 대잠동 460-1,노외,민영,83
,노외,민영,28
경상북도 포항시 남구 대잠동 1005-2,노외,민영,24
경상북도 포항시 남구 오천읍 문덕리 347-2,노외,민영,10
경상북도 포항시 남구 연일읍 동문리 342-6,노외,민영,30
,노외,민영,40
경상북도 포항시 북구 덕산동 115-13,노상,공영,12
경상북도 포항시 남구 구룡포읍 구룡포리 954-13,노외,공영,94
경상북도 포항시 남구 구룡포읍 구룡포리 954-7,노외,공영,128
,노외,공영,74
,노외,공영,55
경상북도 포항시 남구 인덕동 47-4,노외,공영,26
경상북도 포항시 남구 동해면 흥환리 623-1,노외,공영,12
경상북도 포항시 남구 동해면 흥환리 333-21,노외,공영,30
경상북도 포항시 남구 장기면 읍내리 361-68,노외,공영,100
경상북도 포항시 남구 장기면 신창리 895-1,노외,공영,30
경상북도 포항시 남구 오천읍 항사리 산18-7,노외,공영,130
,노외,공영,48
경상북도 포항시 남구 동해면 도구리 528-6,노외,공영,13
,노외,공영,20
경상북도 포항시 남구 해도동 550,노외,공영,181
경상북도 포항시 남구 해도동 512-28,노외,공영,42
,노외,공영,54
,노외,공영,63
경상북도 포항시 남구 일월동 716,노외,공영,169
경상북도 포항시 남구 상도동 595-19,노외,공영,20
경상북도 포항시 남구 대잠동 1001,부설,공영,686
경상북도 포항시 남구 대도동 91-6,노외,민영,22
인천광역시 부평구 부평동 126,노상,공영,154
인천광역시 부평구 삼산동 434,노상,공영,55
인천광역시 부평구 부평동 542-21,노상,공영,24
인천광역시 부평구 부평동 372-3,노상,공영,35
인천광역시 부평구 삼산동 508,노외,공영,37
인천광역시 부평구 십정동 576-9,노외,공영,74
인천광역시 부평구 십정동 173-11,노외,공영,33
인천광역시 부평구 부평동 341-193,노외,공영,112
인천광역시 부평구 청천동 113,노외,공영,97
인천광역시 부평구 부평4동 416-9,노외,공영,130
인천광역시 부평구 청천동 125-3번지,노외,공영,108
경상북도 포항시 남구 송도동 311-289,노외,공영,115
경상북도 포항시 남구 송도동 254-612,노외,공영,42
경상북도 포항시 남구 송도동 311-285,노외,공영,6
경상북도 포항시 남구 송도동 378-73,노외,공영,37
경상북도 포항시 남구 송도동 254-71,노외,공영,31
경상북도 포항시 남구 대잠동 1006,노외,공영,25
경상북도 포항시 남구 대잠동 1000,노외,공영,23
경상북도 포항시 남구 대잠동 976,노외,공영,10
경상북도 포항시 남구 대잠동 780-196,노외,공영,255
경상북도 포항시 남구 대잠동 909-6,노외,공영,26
경상북도 포항시 남구 오천읍 원리 914-4,노외,공영,50
경상북도 포항시 남구 오천읍 용덕리 328-16,노외,공영,23
경상북도 포항시 남구 오천읍 용덕리 210,노외,공영,32
경상북도 포항시 남구 오천읍 세계리 679-10,노외,공영,37
경상북도 포항시 남구 연일읍 동문리 43-2,노외,공영,48
경상북도 포항시 남구 장기면 읍내리 11-4,노외,공영,18
경상북도 포항시 남구 장기면 양포리 288-5,노외,공영,22
경상북도 포항시 남구 장기면 양포리 9-4,노외,공영,58
경상북도 포항시 남구 호미곶면 구만리 61-24,노외,공영,51
경상북도 포항시 남구 호미곶면 대보리 275-1,노외,공영,10
경상북도 포항시 남구 호미곶면 대보리 286-5,노외,공영,122
인천광역시 남동구 장수동 779-13,노외,공영,26
인천광역시 남동구 장수동 793-10,노외,공영,11
인천광역시 남동구 서창동 552-5,노외,공영,25
인천광역시 남동구 서창동 558-3,노외,공영,36
인천광역시 남동구 서창동 575-1,노외,공영,31
인천광역시 남동구 서창동 580-1,노외,공영,27
인천광역시 남동구 서창동 567-4,노외,공영,60
인천광역시 남동구 서창동 556-4,노외,공영,18
전라북도 군산시 수송동 832-2,노상,공영,210
경상남도 하동군 하동읍 읍내리 237-13 외,노외,공영,69
경상남도 하동군 횡천면 횡천리 512-1,노외,공영,41
경상남도 하동군 화개면 탑리 630,노외,공영,258
경상남도 하동군 진교면 진교리 426-12,노외,공영,142
인천광역시 부평구 갈산1동 39-2,노외,공영,10
인천광역시 부평구 산곡3동 311-40,노외,공영,18
인천광역시 부평구 부평2동 산44-9,노외,공영,32
인천광역시 부평구 부평4동 879,부설,공영,334
전라북도 익산시 춘포면 용연리 529-6,노외,공영,30
전라북도 익산시 춘포면 창평리 189-4,노외,공영,43
전라북도 익산시 춘포면 쌍정리 163-1,노외,공영,62
전라북도 익산시 춘포면 삼포리 339-2,노외,공영,7
전라북도 익산시 춘포면 천서리 119-12,노외,공영,15
전라북도 익산시 춘포면 천서리 378-2,노외,공영,44
전라북도 익산시 춘포면 창평리 337-5,노외,공영,12
전라북도 익산시 금강동 1108-13,노외,공영,45
전라북도 익산시 부송동 1079,노상,공영,68
부산광역시 강서구 송정동 1759,노외,공영,144
부산광역시 강서구 명지동 1-395,노상,공영,36
부산광역시 강서구 대저2동 3972-1,노외,민영,30
부산광역시 강서구 대저2동 1873-2,노외,민영,30
부산광역시 강서구 대저2동 2032-7,노외,민영,15
부산광역시 강서구 대저2동 2157,노외,민영,10
"부산광역시 강서구 대저2동 2095-2,2094-9",노외,민영,33
부산광역시 강서구 범방동 1883-1,노외,민영,13
부산광역시 강서구 대저2동 1843-6,노외,민영,18
부산광역시 강서구 대저2동 2058-5,노외,민영,30
부산광역시 강서구 대저2동 2455-1,노외,민영,40
부산광역시 강서구 대저1동 1314-8,노외,민영,17
부산광역시 강서구 대저2동 2493-2,노외,민영,46
부산광역시 강서구 명지동 1-667,노외,민영,11
부산광역시 강서구 명지동 1-658,노외,민영,15
부산광역시 강서구 명지동 1-377,노외,민영,50
부산광역시 강서구 명지동 616-97,노외,민영,19
부산광역시 강서구 대저1동 2345-11,노외,민영,10
부산광역시 강서구 죽림동 931,노외,민영,20
전라북도 익산시 창인동1가 132-7,노상,공영,22
전라북도 익산시 춘포면 춘포리 145-7,노외,공영,50
전라북도 익산시 춘포면 창평리 669-1,노외,공영,12
,노상,공영,22
경상북도 포항시 남구 연일읍 오천리 598-3,노상,공영,15
경상북도 포항시 남구 구룡포읍 구룡포리 738-1,노상,공영,15
경상북도 포항시 남구 구룡포읍 구룡포리 9-65,노상,공영,5
경상북도 포항시 남구 대도동 28-1,노상,공영,34
경상북도 포항시 남구 상도동1-1,노상,공영,10
경상북도 포항시 남구 송도동 389-12,노상,공영,119
경상북도 포항시 남구 상도동 595-19,노외,공영,20
,노외,공영,74
경상북도 포항시 남구 해도동 464-5,노외,공영,40
경상북도 포항시 남구 해도동 80-9,노외,공영,21
경상북도 포항시 남구 대도동 71-5,노외,공영,37
경상북도 포항시 남구 상도동 619-8,노외,공영,25
경상북도 포항시 남구 이동 659,노외,공영,168
경상북도 포항시 남구 대잠동 462-3,노외,공영,86
경상북도 포항시 남구 지곡동 964-5,노외,공영,20
경상북도 포항시 남구 효자동 253-126,노외,공영,51
경상북도 포항시 남구 효자동 595-9,노외,공영,188
경상북도 포항시 남구 대도동 135-106,노외,공영,27
경상북도 포항시 남구 상도동 572,노외,공영,70
경상북도 포항시 남구 송도동 253-59,노외,공영,44
대구광역시 달서구 성당동 434-1,노상,공영,6
대구광역시 달서구 본리동 193-3,노상,공영,11
대구광역시 달서구 두류동 486-2,노상,공영,29
대구광역시 달서구 상인동 1522,노상,공영,5
대구광역시 달서구 상인동 1561,노상,공영,36
대구광역시 달서구 상인동 1557,노상,공영,18
대구광역시 달서구 진천동 576-20,노상,공영,2
대구광역시 달서구 상인동 1458-18,노상,공영,26
대구광역시 달서구 신당동 1812-4,노상,공영,25
대구광역시 달서구 이곡동 1188,노상,공영,64
대구광역시 달서구 성당동 834,노상,공영,19
대구광역시 달서구 성당동 695-44,노상,공영,16
대구광역시 달서구 월암동 1-182,노상,공영,4
대구광역시 달서구 월암동 922-7,노상,공영,5
대구광역시 달서구 월암동 927,노상,공영,17
대구광역시 달서구 월암동 929-6,노상,공영,3
대구광역시 달서구 갈산동 358,노상,공영,12
대구광역시 달서구 월암동 1041,노상,공영,15
대구광역시 달서구 월암동 1015,노상,공영,18
인천광역시 부평구 부개1동 240-5,노외,공영,20
경기도 성남시 중원구 성남동 4870번지 일대,노상,공영,24
경기도 성남시 중원구 성남동 4870번지 일대,노상,공영,25
경기도 성남시 중원구 성남동 4870번지 일대,노상,공영,13
,노외,공영,124
,노외,공영,151
,노외,공영,57
,노외,공영,192
,노외,공영,110
,노외,공영,109
,노외,공영,147
,노외,공영,116
,노외,공영,225
,노외,공영,284
,노외,공영,196
,노외,공영,220
,노외,공영,71
,노외,공영,66
,노외,공영,199
,노외,공영,71
,노외,공영,276
경상북도 포항시 남구 오천읍 용덕리 351-99,노상,공영,9
경상북도 포항시 남구 오천읍 용덕리 397-2,노상,공영,9
경상북도 포항시 남구 오천읍 용덕리95-20,노상,공영,21
,노상,공영,2
,노상,공영,6
,노상,공영,22
,노상,공영,7
,노상,공영,15
,노상,공영,13
경상북도 포항시 남구 동해면 약전리292-4,노상,공영,25
경상북도 포항시 남구 동해면 약전리 403-2,노상,공영,13
경상북도 포항시 남구 동해면 약전리 433-2,노상,공영,35
경상북도 포항시 남구 연일읍 유강리 600-20,노상,공영,25
경상북도 포항시 남구 연일읍 유강리 600-15,노상,공영,24
,노상,공영,14
경상북도 포항시 남구 연일읍 생지리31-1,노상,공영,12
경상북도 포항시 남구 연일읍 생지리30-1,노상,공영,28
,노상,공영,19
,노상,공영,28
경상북도 포항시 남구 연일읍 오천리92-9,노상,공영,26
,노상,공영,17
전라북도 군산시 수송동 852-5,노상,공영,32
경기도 고양시 일산동구 장항동 732,노외,공영,173
경기도 고양시 일산동구 장항동 743,노외,공영,215
경기도 고양시 일산동구 장항동 758,노외,공영,214
경기도 고양시 일산동구 장항동 772,노외,공영,129
경기도 고양시 일산동구 백석동 1311,노외,공영,244
경기도 고양시 일산동구 백석동 1315,노외,공영,165
대구광역시 중구 대봉동 41-21,노외,민영,17
대구광역시 중구 종로1가 71-1,노외,민영,30
대구광역시 중구 동산동 623,노외,민영,41
대구광역시 중구 동인동2가 244-1,노외,민영,17
울산광역시 울주군 범서읍 천상리 일원,노상,공영,255
울산광역시 울주군 상북면 양등리 810-9,노외,공영,119
울산광역시 울주군 온산읍 덕신리 1331-9,노외,공영,8
울산광역시 울주군 온산읍 덕신리 1338-7,노외,공영,8
울산광역시 울주군 상북면 이천리 854,노외,공영,213
울산광역시 울주군 상북면 이천리 855,노외,공영,123
울산광역시 울주군 언양읍 남부리 73,노외,공영,629
울산광역시 울주군 온산읍 덕신리 1289,노외,공영,131
울산광역시 울주군 온산읍 덕신리 51-1,노외,공영,44
울산광역시 울주군 범서읍 굴화리 293-35,노외,공영,100
울산광역시 울주군 온산읍 당월리 95-3,노상,공영,40
,노상,공영,40
울산광역시 울주군 범서읍 구영리 216-1,노외,공영,114
울산광역시 울주군 삼남면 가천리 871-16,노외,공영,55
울산광역시 울주군 온산읍 덕신리 1380-8,노외,공영,52
울산광역시 울주군 언양읍 서부리 157-3,노외,공영,26
울산광역시 울주군 범서읍 천상리 642-9,노외,공영,20
울산광역시 울주군 청량읍 상남리 542-4,노외,공영,47
울산광역시 울주군 온산읍 덕신리 1335-3,노외,공영,6
울산광역시 울주군 온산읍 덕신리 1334-17,노외,공영,6
울산광역시 울주군 온산읍 덕신리 1333-5,노외,공영,6
울산광역시 울주군 온산읍 덕신리 1314-6,노외,공영,8
울산광역시 울주군 온산읍 덕신리 1348-11,노외,공영,6
울산광역시 울주군 온산읍 덕신리 1347-22,노외,공영,6
경상북도 포항시 남구 송도동 254-331,노상,공영,33
경상북도 포항시 남구 송도동 447-5,노상,공영,17
,노상,공영,31
,노상,공영,11
,노상,공영,9
,노상,공영,19
,노상,공영,2
,노상,공영,40
,노상,공영,22
,노상,공영,18
,노상,공영,28
,노상,공영,11
,노상,공영,22
,노상,공영,6
경상북도 포항시 남구 대잠동 471-5,노상,공영,77
,노상,공영,10
,노상,공영,29
,노상,공영,5
경상북도 포항시 남구 대잠동 160-52,노상,공영,75
,노상,공영,19
경상북도 포항시 남구 오천읍 문덕리 419-1,노상,공영,39
,노상,공영,10
,노상,공영,40
,노상,공영,40
,노상,공영,40
,노상,공영,61
경상북도 포항시 남구 송도동 539,노상,공영,36
,노상,공영,10
,노상,공영,33
,노상,공영,25
,노상,공영,9
,노상,공영,19
,노상,공영,14
,노상,공영,8
,노상,공영,18
,노상,공영,22
,노상,공영,27
